time,open,high,low,close,volume
2018-01-01 00:00:00+00:00,1.25504,1.25572,1.25426,1.25565,2909
2018-01-02 00:00:00+00:00,1.25552,1.25562,1.25001,1.25068,145734
2018-01-03 00:00:00+00:00,1.25054,1.25527,1.25018,1.2547,154166
2018-01-04 00:00:00+00:00,1.2548,1.25545,1.24833,1.24911,174223
2018-01-05 00:00:00+00:00,1.24911,1.25126,1.23604,1.24113,187440
2018-01-07 00:00:00+00:00,1.24097,1.24116,1.23944,1.23944,3245
2018-01-08 00:00:00+00:00,1.23943,1.24379,1.23786,1.2415,140895
2018-01-09 00:00:00+00:00,1.24164,1.2477,1.2401,1.24743,161866
2018-01-10 00:00:00+00:00,1.24737,1.25803,1.2429,1.25332,253431
2018-01-11 00:00:00+00:00,1.25338,1.25885,1.2516,1.25222,227139
2018-01-12 00:00:00+00:00,1.25235,1.25532,1.24554,1.24554,226187
2018-01-14 00:00:00+00:00,1.2465,1.24672,1.2443,1.24611,5894
2018-01-15 00:00:00+00:00,1.24594,1.24701,1.24043,1.24285,258171
2018-01-16 00:00:00+00:00,1.24291,1.24514,1.23982,1.24255,189005
2018-01-17 00:00:00+00:00,1.24245,1.25028,1.23776,1.24438,298311
2018-01-18 00:00:00+00:00,1.24448,1.24849,1.24,1.24111,234975
2018-01-19 00:00:00+00:00,1.24098,1.25061,1.24006,1.24957,207726
2018-01-21 00:00:00+00:00,1.2474,1.24957,1.2474,1.24861,3781
2018-01-22 00:00:00+00:00,1.24862,1.24958,1.2435,1.24531,154752
2018-01-23 00:00:00+00:00,1.24517,1.24904,1.24126,1.24151,200440
2018-01-24 00:00:00+00:00,1.24137,1.24249,1.23169,1.23508,252113
2018-01-25 00:00:00+00:00,1.23479,1.23899,1.22831,1.23791,372937
2018-01-26 00:00:00+00:00,1.23787,1.23832,1.22933,1.23142,284140
2018-01-28 00:00:00+00:00,1.23186,1.23317,1.23124,1.23124,5113
2018-01-29 00:00:00+00:00,1.23141,1.23556,1.23123,1.23355,220149
2018-01-30 00:00:00+00:00,1.23342,1.23785,1.23099,1.23354,204632
2018-01-31 00:00:00+00:00,1.23371,1.23474,1.22551,1.23048,265908
2018-02-01 00:00:00+00:00,1.23022,1.23312,1.22564,1.2259,238744
2018-02-02 00:00:00+00:00,1.22578,1.24343,1.22578,1.24214,300659
2018-02-04 00:00:00+00:00,1.24343,1.24503,1.2431,1.24344,8203
2018-02-05 00:00:00+00:00,1.24351,1.25419,1.23978,1.2533,323814
2018-02-06 00:00:00+00:00,1.25351,1.2565,1.24899,1.2505,412842
2018-02-07 00:00:00+00:00,1.25052,1.25767,1.24978,1.25665,258378
2018-02-08 00:00:00+00:00,1.2568,1.26121,1.25464,1.2589,344828
2018-02-09 00:00:00+00:00,1.25924,1.26688,1.25655,1.25814,368556
2018-02-11 00:00:00+00:00,1.25912,1.25963,1.25876,1.25881,3806
2018-02-12 00:00:00+00:00,1.25881,1.26224,1.25567,1.25806,212860
2018-02-13 00:00:00+00:00,1.25803,1.26225,1.25675,1.25889,209414
2018-02-14 00:00:00+00:00,1.25899,1.26462,1.24801,1.24824,299467
2018-02-15 00:00:00+00:00,1.24825,1.25352,1.24655,1.24823,266107
2018-02-16 00:00:00+00:00,1.24808,1.2565,1.24508,1.25548,231210
2018-02-18 00:00:00+00:00,1.25573,1.25647,1.25504,1.25573,3291
2018-02-19 00:00:00+00:00,1.25576,1.25919,1.2528,1.25677,139690
2018-02-20 00:00:00+00:00,1.25683,1.2651,1.25602,1.26486,215487
2018-02-21 00:00:00+00:00,1.26491,1.27024,1.26295,1.26991,242830
2018-02-22 00:00:00+00:00,1.26994,1.27508,1.26731,1.27146,223352
2018-02-23 00:00:00+00:00,1.27152,1.27249,1.26286,1.26288,193490
2018-02-25 00:00:00+00:00,1.264,1.2652,1.26395,1.26483,4335
2018-02-26 00:00:00+00:00,1.26491,1.27087,1.26151,1.26851,164773
2018-02-27 00:00:00+00:00,1.26843,1.27774,1.26682,1.27718,214644
2018-02-28 00:00:00+00:00,1.27728,1.28407,1.27624,1.28353,201507
