time,open,high,low,close,volume
2018-01-01 00:00:00+00:00,1.35075,1.35211,1.35056,1.35097,13192
2018-01-02 00:00:00+00:00,1.35091,1.35999,1.35091,1.35942,256129
2018-01-03 00:00:00+00:00,1.3594,1.36121,1.34974,1.3511,265123
2018-01-04 00:00:00+00:00,1.35108,1.35589,1.35055,1.35515,257968
2018-01-05 00:00:00+00:00,1.35498,1.35817,1.35255,1.35637,272492
2018-01-07 00:00:00+00:00,1.35548,1.35782,1.35544,1.3576,4400
2018-01-08 00:00:00+00:00,1.35749,1.35852,1.35251,1.35697,226491
2018-01-09 00:00:00+00:00,1.35695,1.35812,1.35085,1.35301,244869
2018-01-10 00:00:00+00:00,1.35307,1.35606,1.34825,1.35117,371123
2018-01-11 00:00:00+00:00,1.35122,1.35538,1.34586,1.35411,308776
2018-01-12 00:00:00+00:00,1.35415,1.37417,1.35389,1.3727,381610
2018-01-14 00:00:00+00:00,1.37261,1.37393,1.3726,1.37312,6967
2018-01-15 00:00:00+00:00,1.37325,1.38177,1.37314,1.37939,280017
2018-01-16 00:00:00+00:00,1.37933,1.38045,1.37439,1.37972,306407
2018-01-17 00:00:00+00:00,1.37965,1.3939,1.3758,1.38248,387421
2018-01-18 00:00:00+00:00,1.38252,1.39088,1.38052,1.38927,344944
2018-01-19 00:00:00+00:00,1.38921,1.39419,1.38424,1.38486,361193
2018-01-21 00:00:00+00:00,1.38882,1.38942,1.38746,1.38908,8599
2018-01-22 00:00:00+00:00,1.38889,1.39904,1.38579,1.39837,282553
2018-01-23 00:00:00+00:00,1.39846,1.40235,1.39162,1.40121,340709
2018-01-24 00:00:00+00:00,1.4013,1.42501,1.40008,1.42201,450787
2018-01-25 00:00:00+00:00,1.42234,1.43377,1.40851,1.41492,694791
2018-01-26 00:00:00+00:00,1.41523,1.42802,1.41377,1.41627,532220
2018-01-28 00:00:00+00:00,1.41363,1.41513,1.41277,1.41509,8154
2018-01-29 00:00:00+00:00,1.41484,1.41575,1.40274,1.40726,405897
2018-01-30 00:00:00+00:00,1.40747,1.41656,1.39854,1.41552,441287
2018-01-31 00:00:00+00:00,1.41489,1.42297,1.41235,1.41989,531003
2018-02-01 00:00:00+00:00,1.42,1.42777,1.4162,1.42658,436990
2018-02-02 00:00:00+00:00,1.4266,1.42761,1.41033,1.41195,450939
2018-02-04 00:00:00+00:00,1.41033,1.41118,1.40831,1.41105,16261
2018-02-05 00:00:00+00:00,1.4111,1.41499,1.39435,1.3944,514931
2018-02-06 00:00:00+00:00,1.39389,1.39978,1.38371,1.39575,601823
2018-02-07 00:00:00+00:00,1.3958,1.39914,1.38498,1.38788,424118
2018-02-08 00:00:00+00:00,1.38772,1.40641,1.3848,1.39358,629967
2018-02-09 00:00:00+00:00,1.39335,1.39868,1.37653,1.3824,551282
2018-02-11 00:00:00+00:00,1.38079,1.38264,1.38063,1.38237,7199
2018-02-12 00:00:00+00:00,1.38254,1.38751,1.3799,1.38492,356651
2018-02-13 00:00:00+00:00,1.38472,1.39224,1.38326,1.38841,349507
2018-02-14 00:00:00+00:00,1.38844,1.40165,1.38017,1.40147,466666
2018-02-15 00:00:00+00:00,1.40135,1.41082,1.39989,1.41044,424879
2018-02-16 00:00:00+00:00,1.41046,1.41441,1.39971,1.4033,379788
2018-02-18 00:00:00+00:00,1.40101,1.40373,1.40101,1.40316,6750
2018-02-19 00:00:00+00:00,1.40311,1.40489,1.39604,1.39922,222430
2018-02-20 00:00:00+00:00,1.39919,1.40223,1.39318,1.39987,348288
2018-02-21 00:00:00+00:00,1.39983,1.40073,1.39063,1.39102,453142
2018-02-22 00:00:00+00:00,1.39093,1.39807,1.3858,1.3951,367243
2018-02-23 00:00:00+00:00,1.39483,1.40044,1.39262,1.39695,309438
2018-02-25 00:00:00+00:00,1.39838,1.39854,1.39634,1.39683,6656
2018-02-26 00:00:00+00:00,1.39662,1.40679,1.39327,1.39639,305607
2018-02-27 00:00:00+00:00,1.39645,1.39963,1.38603,1.39044,393302
2018-02-28 00:00:00+00:00,1.39015,1.39139,1.37501,1.37544,376715
